"ano","sexo","idade","obitos"
2023,"Homens",32,0
2023,"Homens",33,0
2023,"Homens",34,1
2023,"Homens",35,0
2023,"Homens",36,0
2023,"Homens",37,0
2023,"Homens",38,0
2023,"Homens",39,0
2023,"Homens",40,0
2023,"Homens",41,0
2023,"Homens",42,0
2023,"Homens",43,0
2023,"Homens",44,0
2023,"Homens",45,0
2023,"Homens",46,0
2023,"Homens",47,1
2023,"Homens",48,0
2023,"Homens",49,0
2023,"Homens",50,0
2023,"Homens",51,0
2023,"Homens",52,0
2023,"Homens",53,0
2023,"Homens",54,0
2023,"Homens",55,0
2023,"Homens",56,0
2023,"Homens",57,0
2023,"Homens",58,0
2023,"Homens",59,0
2023,"Homens",60,0
2023,"Homens",61,0
2023,"Homens",62,0
2023,"Homens",63,0
2023,"Homens",64,0
2023,"Homens",65,0
2023,"Homens",66,1
2023,"Homens",67,0
2023,"Homens",68,0
2023,"Homens",69,1
2023,"Homens",70,0
2023,"Homens",71,1
2023,"Homens",72,0
2023,"Homens",73,0
2023,"Homens",74,0
2023,"Homens",75,0
2023,"Homens",76,0
2023,"Homens",77,0
2023,"Homens",78,0
2023,"Homens",79,0
2023,"Homens",80,0
2023,"Homens",81,0
2023,"Homens",82,0
2023,"Homens",83,0
2023,"Homens",84,1
2023,"Homens",85,1
2023,"Homens",86,0
2023,"Homens",87,0
2023,"Homens",88,0
2023,"Homens",89,1
2023,"Homens",90,0
2023,"Homens",91,0
2023,"Homens",92,0
2023,"Homens",93,0
2023,"Homens",94,0
2023,"Homens",95,0
2023,"Homens",96,0
2023,"Homens",97,0
2023,"Homens",98,0
2023,"Homens",99,0
2021,"Mulheres",0,1
2021,"Mulheres",1,0
2021,"Mulheres",2,0
2021,"Mulheres",3,0
2021,"Mulheres",4,0
2021,"Mulheres",5,0
2021,"Mulheres",6,0
2021,"Mulheres",7,0
2021,"Mulheres",8,0
2021,"Mulheres",9,0
2021,"Mulheres",10,0
2021,"Mulheres",11,0
2021,"Mulheres",12,0
2021,"Mulheres",13,0
2021,"Mulheres",14,0
2021,"Mulheres",15,0
2021,"Mulheres",16,1
2021,"Mulheres",17,0
2021,"Mulheres",18,0
2021,"Mulheres",19,0
2021,"Mulheres",20,0
2021,"Mulheres",21,0
2021,"Mulheres",22,0
2021,"Mulheres",23,0
2021,"Mulheres",24,0
2021,"Mulheres",25,0
2021,"Mulheres",26,0
2021,"Mulheres",27,0
2021,"Mulheres",28,0
2021,"Mulheres",29,0
2021,"Mulheres",30,0
2021,"Mulheres",31,0
2021,"Mulheres",32,0
2021,"Mulheres",33,0
2021,"Mulheres",34,0
2021,"Mulheres",35,1
2021,"Mulheres",36,0
2021,"Mulheres",37,0
2021,"Mulheres",38,0
2021,"Mulheres",39,0
2021,"Mulheres",40,0
2021,"Mulheres",41,0
2021,"Mulheres",42,0
2021,"Mulheres",43,1
2021,"Mulheres",44,0
2021,"Mulheres",45,1
2021,"Mulheres",46,0
2021,"Mulheres",47,0
2021,"Mulheres",48,0
2021,"Mulheres",49,0
2021,"Mulheres",50,0
2021,"Mulheres",51,0
2021,"Mulheres",52,0
2021,"Mulheres",53,0
2021,"Mulheres",54,0
2021,"Mulheres",55,0
2021,"Mulheres",56,0
2021,"Mulheres",57,0
2021,"Mulheres",58,1
2021,"Mulheres",59,1
2021,"Mulheres",60,0
2021,"Mulheres",61,0
2021,"Mulheres",62,0
2021,"Mulheres",63,1
2021,"Mulheres",64,1
2021,"Mulheres",65,0
2021,"Mulheres",66,0
2021,"Mulheres",67,0
2021,"Mulheres",68,0
2021,"Mulheres",69,1
2021,"Mulheres",70,0
2021,"Mulheres",71,0
2021,"Mulheres",72,0
2021,"Mulheres",73,1
2021,"Mulheres",74,1
2021,"Mulheres",75,0
2021,"Mulheres",76,0
2021,"Mulheres",77,2
2021,"Mulheres",78,1
2021,"Mulheres",79,1
2021,"Mulheres",80,1
2021,"Mulheres",81,0
2021,"Mulheres",82,1
2021,"Mulheres",83,0
2021,"Mulheres",84,0
2021,"Mulheres",85,1
2021,"Mulheres",86,0
2021,"Mulheres",87,0
2021,"Mulheres",88,0
2021,"Mulheres",89,0
2021,"Mulheres",90,0
2021,"Mulheres",91,0
2021,"Mulheres",92,0
2021,"Mulheres",93,0
2021,"Mulheres",94,0
2021,"Mulheres",95,0
2021,"Mulheres",96,0
2021,"Mulheres",97,0
2021,"Mulheres",98,0
2021,"Mulheres",99,0
2022,"Mulheres",0,0
2022,"Mulheres",1,0
2022,"Mulheres",2,0
2022,"Mulheres",3,0
2022,"Mulheres",4,0
2022,"Mulheres",5,0
2022,"Mulheres",6,0
2022,"Mulheres",7,0
2022,"Mulheres",8,0
2022,"Mulheres",9,0
2022,"Mulheres",10,0
2022,"Mulheres",11,0
2022,"Mulheres",12,0
2022,"Mulheres",13,0
2022,"Mulheres",14,0
2022,"Mulheres",15,0
2022,"Mulheres",16,0
2022,"Mulheres",17,0
2022,"Mulheres",18,0
2022,"Mulheres",19,0
2022,"Mulheres",20,0
2022,"Mulheres",21,0
2022,"Mulheres",22,0
2022,"Mulheres",23,0
2022,"Mulheres",24,0
2022,"Mulheres",25,0
2022,"Mulheres",26,0
2022,"Mulheres",27,0
2022,"Mulheres",28,0
2022,"Mulheres",29,0
2022,"Mulheres",30,0
2022,"Mulheres",31,0
2022,"Mulheres",32,0
2022,"Mulheres",33,0
2022,"Mulheres",34,0
2022,"Mulheres",35,0
2022,"Mulheres",36,0
2022,"Mulheres",37,0
2022,"Mulheres",38,0
2022,"Mulheres",39,0
2022,"Mulheres",40,0
2022,"Mulheres",41,0
2022,"Mulheres",42,0
2022,"Mulheres",43,0
2022,"Mulheres",44,0
2022,"Mulheres",45,0
2022,"Mulheres",46,0
2022,"Mulheres",47,1
2022,"Mulheres",48,0
2022,"Mulheres",49,0
2022,"Mulheres",50,0
2022,"Mulheres",51,0
2022,"Mulheres",52,0
2022,"Mulheres",53,0
2022,"Mulheres",54,0
2022,"Mulheres",55,0
2022,"Mulheres",56,0
2022,"Mulheres",57,0
2022,"Mulheres",58,0
2022,"Mulheres",59,2
2022,"Mulheres",60,0
2022,"Mulheres",61,0
2022,"Mulheres",62,0
2022,"Mulheres",63,0
2022,"Mulheres",64,0
2022,"Mulheres",65,0
2022,"Mulheres",66,0
2022,"Mulheres",67,0
2022,"Mulheres",68,0
2022,"Mulheres",69,0
2022,"Mulheres",70,0
2022,"Mulheres",71,0
2022,"Mulheres",72,0
2022,"Mulheres",73,0
2022,"Mulheres",74,0
2022,"Mulheres",75,0
2022,"Mulheres",76,0
2022,"Mulheres",77,1
2022,"Mulheres",78,0
2022,"Mulheres",79,0
2022,"Mulheres",80,0
2022,"Mulheres",81,0
2022,"Mulheres",82,1
2022,"Mulheres",83,0
2022,"Mulheres",84,0
2022,"Mulheres",85,0
2022,"Mulheres",86,0
2022,"Mulheres",87,0
2022,"Mulheres",88,0
2022,"Mulheres",89,0
2022,"Mulheres",90,0
2022,"Mulheres",91,0
2022,"Mulheres",92,0
2022,"Mulheres",93,0
2022,"Mulheres",94,0
2022,"Mulheres",95,0
2022,"Mulheres",96,0
2022,"Mulheres",97,0
2022,"Mulheres",98,0
2022,"Mulheres",99,0
2023,"Mulheres",0,0
2023,"Mulheres",1,0
2023,"Mulheres",2,0
2023,"Mulheres",3,0
2023,"Mulheres",4,0
2023,"Mulheres",5,0
2023,"Mulheres",6,0
2023,"Mulheres",7,0
2023,"Mulheres",8,0
2023,"Mulheres",9,0
2023,"Mulheres",10,0
2023,"Mulheres",11,0
2023,"Mulheres",12,0
2023,"Mulheres",13,0
2023,"Mulheres",14,0
2023,"Mulheres",15,0
2023,"Mulheres",16,0
2023,"Mulheres",17,0
2023,"Mulheres",18,0
2023,"Mulheres",19,0
2023,"Mulheres",20,0
2023,"Mulheres",21,0
2023,"Mulheres",22,0
2023,"Mulheres",23,0
2023,"Mulheres",24,0
2023,"Mulheres",25,0
2023,"Mulheres",26,0
2023,"Mulheres",27,0
2023,"Mulheres",28,0
2023,"Mulheres",29,0
2023,"Mulheres",30,0
2023,"Mulheres",31,0
2023,"Mulheres",32,0
2023,"Mulheres",33,0
2023,"Mulheres",34,0
2023,"Mulheres",35,0
2023,"Mulheres",36,0
2023,"Mulheres",37,1
2023,"Mulheres",38,0
2023,"Mulheres",39,0
2023,"Mulheres",40,0
2023,"Mulheres",41,0
2023,"Mulheres",42,0
2023,"Mulheres",43,0
2023,"Mulheres",44,0
2023,"Mulheres",45,0
2023,"Mulheres",46,0
2023,"Mulheres",47,0
2023,"Mulheres",48,0
2023,"Mulheres",49,0
2023,"Mulheres",50,0
2023,"Mulheres",51,0
2023,"Mulheres",52,0
2023,"Mulheres",53,0
2023,"Mulheres",54,0
2023,"Mulheres",55,0
2023,"Mulheres",56,0
2023,"Mulheres",57,0
2023,"Mulheres",58,0
2023,"Mulheres",59,0
2023,"Mulheres",60,0
2023,"Mulheres",61,0
2023,"Mulheres",62,0
2023,"Mulheres",63,0
2023,"Mulheres",64,0
2023,"Mulheres",65,0
2023,"Mulheres",66,0
2023,"Mulheres",67,0
2023,"Mulheres",68,0
2023,"Mulheres",69,0
2023,"Mulheres",70,0
2023,"Mulheres",71,0
2023,"Mulheres",72,0
2023,"Mulheres",73,0
2023,"Mulheres",74,1
2023,"Mulheres",75,1
2023,"Mulheres",76,0
2023,"Mulheres",77,0
2023,"Mulheres",78,0
2023,"Mulheres",79,0
2023,"Mulheres",80,0
2023,"Mulheres",81,0
2023,"Mulheres",82,0
2023,"Mulheres",83,0
2023,"Mulheres",84,0
2023,"Mulheres",85,0
2023,"Mulheres",86,0
2023,"Mulheres",87,1
2023,"Mulheres",88,1
2023,"Mulheres",89,0
2023,"Mulheres",90,0
2023,"Mulheres",91,0
2023,"Mulheres",92,0
2023,"Mulheres",93,2
2023,"Mulheres",94,0
2023,"Mulheres",95,0
2023,"Mulheres",96,0
2023,"Mulheres",97,0
2023,"Mulheres",98,0
2023,"Mulheres",99,0
